upper/lower canyon,environment,lat,long,type,direction,source,,,outliers (erronous points),,,,,
,overbank,<Null>,<Null>,ripples,140,william-taylor,,,,,,,,
,overbank,29.963563,-115.80329,ripples,152,william-taylor,,,,,,,,
,overbank,<Null>,<Null>,ripples,148,william-taylor,,,,,,,,
,overbank,<Null>,<Null>,ripples,100,william-taylor,,,,,,,,
,overbank,<Null>,<Null>,ripples,190,william-taylor,,,,,,,,
,overbank,29.963568,-115.803289,ripples,258,william-taylor,,,,,,,,
,overbank,29.963569,-115.803287,ripples,254,william-taylor,,,,,,,,
,overbank,29.963364,-115.802896,ripples,242,william-taylor,,,,,,,,
,overbank,29.9634,-115.802889,ripples,240,william-taylor,,,,,,,,
,overbank,29.963415,-115.802886,ripples,140,william-taylor,,,,,,,,
,overbank,29.963599,-115.802985,ripples,250,william-taylor,,,,,,,,
,overbank,29.963598,-115.802985,ripples,288,william-taylor,,,,,,,,
,overbank,29.963573,-115.802984,ripples,278,william-taylor,,,,,,,,
,overbank,29.963575,-115.802974,ripples,290,william-taylor,,,,,,,,
,overbank,29.963585,-115.802984,ripples,250,william-taylor,,,,,,,,
,overbank,29.963586,-115.80298,ripples,228,william-taylor,,,,,,,,
,overbank,29.963611,-115.802979,ripples,240,william-taylor,,,,,,,,
,overbank,29.96374,-115.803072,ripples,308,william-taylor,,,,,,,,
,overbank,29.963779,-115.802973,ripples,172,william-taylor,,,,,,,,
,overbank,29.963835,-115.802656,ripples,198,william-taylor,,,,,,,,
,overbank,29.963874,-115.802695,ripples,144,william-taylor,,,,,,,,
,overbank,29.963892,-115.802742,ripples,172,william-taylor,,,,,,,,
,overbank,29.963836,-115.802733,ripples,190,william-taylor,,,,,,,,
,overbank,29.964607,-115.802907,ripples,200,william-taylor,,,,,,,,
,overbank,29.963949,-115.803502,ripples,264,william-taylor,,,,,,,,
,overbank,29.963948,-115.803494,ripples,90,william-taylor,,,,,,,,
,overbank,29.964568,-115.803065,ripples,180,william-taylor,,,,,,,,
,overbank,29.964602,-115.802945,ripples,200,william-taylor,,,,,,,,
,overbank,29.964599,-115.802938,ripples,250,william-taylor,,,,,,,,
,overbank,29.96459,-115.802934,ripples,190,william-taylor,,,,,,,,
,overbank,29.964599,-115.80294,ripples,180,william-taylor,,,,,,,,
,overbank,29.964597,-115.802934,ripples,280,william-taylor,,,,,,,,
,overbank,29.964597,-115.802939,ripples,246,william-taylor,,,,,,,,
,overbank,29.964581,-115.802769,ripples,170,william-taylor,,,,,,,,
,overbank,29.964687,-115.802479,ripples,176,william-taylor,,,,,,,,
,overbank,29.964689,-115.802443,ripples,162,william-taylor,,,,,,,,
,overbank,29.964741,-115.802313,ripples,192,william-taylor,,,,,,,,
,overbank,29.968141,-115.803123,ripples,200,william-taylor,,,,,,,,
,overbank,29.96814,-115.803118,ripples,210,william-taylor,,,,,,,,
,overbank,29.968135,-115.803112,ripples,188,william-taylor,,,,,,,,
,overbank,29.968127,-115.803118,ripples,198,william-taylor,,,,,,,,
,overbank,29.967828,-115.803658,ripples,210,william-taylor,,,,,,,,
,overbank,29.967794,-115.803675,ripples,190,william-taylor,,,,,,,,
,overbank,29.967786,-115.803683,ripples,230,william-taylor,,,,,,,,
,overbank,29.967613,-115.804098,ripples,156,william-taylor,,,,,,,,
,overbank,29.967675,-115.803292,ripples,224,william-taylor,,,,,,,,
,overbank,29.964807,-115.803207,ripples,180,william-taylor,,,,,,,,
,overbank,29.964813,-115.803229,ripples,200,william-taylor,,,,,,,,
,overbank,29.964869,-115.803271,ripples,210,william-taylor,,,,,,,,
,overbank,29.964737,-115.803214,ripples,188,william-taylor,,,,,,,,
,overbank,29.964694,-115.803222,ripples,140,william-taylor,,,,,,,,
,overbank,29.964692,-115.803234,ripples,192,william-taylor,,,,,,,,
,overbank,<Null>,<Null>,ripples,135,william-taylor,,,,,,,,
,overbank,<Null>,<Null>,ripples,165,william-taylor,,,,,,,,
,overbank,29.967447,-115.803335,ripples,220,william-taylor,,,,,,,,
,overbank,29.967456,-115.80331,ripples,180,william-taylor,,,,,,,,
,overbank,29.967288,-115.803596,ripples,185,william-taylor,,,,,,,,
